Name	Place	Phone Number 	Sanctioned bed 	Rural/Urban 	email-id 	District	Type	
FHC Thrikovilvattom 	Thrikovilvattom 	0474-2504880 	0	R 	phcthrikovilvattom@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Perinad 	Perinad 	0474-2551111 	0	R 	phcperinad@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Perumon 	Perumon 	0474-2550470 	0	R 	panayamph@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Chadayamangalam 	Chadayamangalam 	0474-2477700 	12	R 	phcchadayamangalam@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Veliyam 	Veliyam 	0474-2494345 	0	R 	phcveliyam@yahoo.com 	Kollam 	Family Health Centre	FHC
FHC Vilakudy 	Vilakudy 	0475-2325900 	0	R 	phcvilakkudy@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Chathanoor 	Chathanoor 	0474-2595959 	0	R 	phcchathannoor@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Thenmala 	Thenmala 	0475-2344212 	0	R 	phcthenmala@gmail.com 	Kollam 	Family Health Centre	FHC
FHC S.N.Puram 	S.N.Puram 	0474-2415092 	0	R 	snpuramphc@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Ummannoor 	Ummannoor 	0474-2493900 	0	R 	ummannoorphc@gmail.com 	Kollam 	Family Health Centre	FHC
FHC K.S.Puram 	K.S.Puram 	0476-2621495 	0	R 	phc.kspuram@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Chavara 	Chavara 	0476-2681500 	16	R 	chcchavara@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Eravipuram 	Eravipuram 	0474-2725514 	0	U 	phceravipuram@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Elampalloor 	Elampalloor 	0474-2547361 	0	R 	phckottamkaraklm@gmail.com 	Kollam 	Family Health Centre	FHC
FHC Ezhumattoor 	Ezhumattoor 	0469-2794368 	24	R 	ezhumattoor.chc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Vechoochira 	Vechoochira 	04735-265476 	24	R 	vechoochirachc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kunnamthanam 	Kunnamthanam 	0469-2691915 	0	R 	phckunnamthanam@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Vallana 	Vallana 	0468-2287779 	0	R 	vallanachc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Chittar 	Chittar 	04735-256577 	0	R 	phc77chittar@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Chandanappally 	Chandanappally 	0468-2355597 	24	R 	phcchandanapally@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Koipuram 	Koipuram 	0469-2660056 	24	R 	koipuramphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kulanada 	Kulanada 	04734-262277 	24	R 	phckulanada1@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Mezhuveli 	Mezhuveli 	0468-2287176 	0	R 	mezhuveliphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Omalloor 	Omalloor 	0468-2356341 	0	R 	phcomalloor@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kadammanitta 	Kadammanitta 	04735-245613 	24	R 	phckadammanitta@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Thelliyoor 	Thelliyoor 	0469-2650795 	24	R 	thelliyoorphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Cherukole 	Cherukole 	04735-245673 	24	R 	phccherukole@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Naranamoozhy 	Naranamoozhy 	04735-271244 	0	R 	phcnaranammoozhy@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Ranni Pazhavangadi 	Ranni Pazhavangadi 	04735-260600 	0	R 	phcpazhavangadi99@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Erathu 	Erathu 	04734-223472 	0	R 	phcerathu1@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Ezhamkulam 	Ezhamkulam 	04734-243700 	0	R 	ezhamkulamphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kadampanadu 	Kadampanadu 	04734-283836 	24	R 	kadambanadphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Koodal 	Koodal 	04734-270796 	24	R 	phckoodal388@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kokkathodu 	Kokkathodu 	0468-2242428 	0	R 	kokkathoduphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Mylapra 	Mylapra 	0468-2276224 	0	R 	phcmylapra@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Seethathodu 	Seethathodu 	04735-259247 	0	R 	seethathoduphc99@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Puramattom 	Puramattom 	0469-2665010 	0	R 	phcpuramattom10@yahoo.in 	Pathanamthitta 	Family Health Centre	FHC
FHC Kaviyoor 	Kaviyoor 	0469-2618413 	0	R 	phckaviyoor@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Anikadu 	Anikadu 	0469-2686567 	0	R 	phcanicadu@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kuttoor 	Kuttoor 	0469-2614297 	0	R 	phckuttoor@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Chenneerkara 	Chenneerkara 	0468-2259965 	24	R 	chennerkaraphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Thannithodu 	Thannithodu 	0468-2382020 	24	R 	tndphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Pandalam 	Pandalam 	04734-256090 	0	U 	pandalamphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Othera 	Othera 	0469-2656505 	24	R 	otheraphc@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Pallickal 	Pallickal 	04734-289890 	0	R 	phcpallickal@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Kottangal 	Kottangal 	0469-2696139 	24	R 	phc.kottangal@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Niranam 	Niranam 	0469-2617999 	24	R 	mophcniranampa@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Vadasserrikkara 	Vadasserrikkara 	04735-251773 	0	R 	phcvadasserikkara@gmail.com 	Pathanamthitta 	Family Health Centre	FHC
FHC Perumpalam 	Perumpalam 	0478-2512366 	26	R 	phcperumbalam@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Cherthala South 	Cherthala South 	0478-2572533 	0	R 	mocherthalasouthphc@gmail. com 	Alappuzha 	Family Health Centre	FHC
FHC Vayalar 	Vayalar 	0478-2593827 	24	R 	mophcvayalar@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Pallithodu 	Pallithodu 	0478-2562590 	0	R 	phcpallithode@yahoo.in 	Alappuzha 	Family Health Centre	FHC
FHC Vallikunnam 	Vallikunnam 	0479-2338300 	24	R 	vallikunnamphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Nooranadu 	Nooranadu 	0479-2375958 	12	R 	phcnooranad@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Chettikulangara 	Chettikulangara 	0479-2345399 	24	R 	chettikulangaraphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thakazhi 	Thakazhi 	0477-2275900 	8	R 	phcthakazhy@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Cheriyanad 	Cheriyanad 	0479-2362010 	24	R 	phccheriyanad@live.com 	Alappuzha 	Family Health Centre	FHC
FHC Karthikapally 	Karthikapally 	0479-2482509 	0	R 	phckarthikappally@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Karuvatta 	Karuvatta 	0479-2491934 	0	R 	karuvattaphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Fisheries Hospital Pallana	Fisheries Hospital Pallana,Alappuzha 	0477-2297644 	20	R 	gfhpallana@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Aryad 	Aryad 	0477-2249070 	0	R 	aryadphcalpy@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thottappally 	Thottappally 	0477-2297369 	0	R 	phcthottapally@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Purakkad 	Purakkad 	0477-2270798 	0	R 	phcpurakkad@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Punnapra South 	Punnapra South 	0477-2280161 	0	R 	phcpunnapara@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Ambalapuzha North 	Ambalapuzha North 	0477-2282255 	0	R 	phcambalappuzhanorth@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Mararikulam North 	Mararikulam North 	0478-2863001 	6	R 	momararinorth@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Vallethodu 	Vallethodu 	0478-2561465 	0	R 	phcvallethode@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Panavally 	Panavally 	0478-2524299 	0	R 	mophcpanavally@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thuravoor South 	Thuravoor South 	0478-2565662 	0	R 	thuravoorsouthphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kadakkarappally 	Kadakkarappally 	0478-2812692 	0	R 	phckadakkarappally@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thamarakulam 	Thamarakulam 	0479-2370310 	0	R 	phcthamarakulam@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thazhakara 	Thazhakara 	0479-2357370 	0	R 	phcthazhakkara@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Bharanikavu 	Bharanikavu 	0479-2331829 	0	R 	mophcbharanicavu@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Krishnapuram 	Krishnapuram 	0479-2438154 	0	R 	mophckrishnapuram@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Devikulangara 	Devikulangara 	0476-2698686 	0	R 	moicphcdvk@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Pathiyoor 	Pathiyoor 	0479-2436120 	0	R 	mo.phc.pathiyoor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kavalam 	Kavalam 	0477-2748185 	0	R 	kavalamphc8@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Veeyapuram 	Veeyapuram 	0479-2318533 	0	R 	phcveeyapuram@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Ramankari 	Ramankari 	0477-2707731 	0	R 	phcramankary@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kuppapuram 	Kuppapuram 	0477-2176462 	0	R 	phc.kuppapuram@yahoo.com 	Alappuzha 	Family Health Centre	FHC
FHC Venmony 	Venmony 	0479-2354998 	0	R 	venmonyphc2@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Eramallikkara 	Eramallikkara 	0479-2427002 	0	R 	phceramallikkara@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Puliyoor 	Puliyoor 	0479-2466555 	0	R 	phcpuliyoor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Mulakuzha 	Mulakuzha 	0479-2422577 	0	R 	phcmulakkuzha@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kadampoor 	Kadampoor 	0479-2466815 	0	R 	phckadampooralpy@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Chingoli GFD Arattupuzha	Chingoli GFD Arattupuzha, Alappuzha 	0479-2485214 0479-2488200 	0 0 	R R 	chingoliphc@gmail.com gfdarattupuzha@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Ezhupunna 	Ezhupunna 	0478-2877699 	24	R 	ezhupunnaphc@yahoo.in 	Alappuzha 	Family Health Centre	FHC
FHC Kalavoor 	Kalavoor 	0478-2860979 	24	R 	phckalavoor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Aroor 	Aroor 	0478-2874192 	0	R 	phcaroor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Vettakkal 	Vettakkal 	0478-2592193 	18	R 	vtklphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Arattupuzha 	Arattupuzha 	0479-2488201 	24	R 	mophcarattupuzha@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kandalloor 	Kandalloor 	0479-2430365 	36	R 	phckandalor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Pallippuram 	Pallippuram 	0478-2553972 	12	R 	mophcpallipuram@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Kanjikuzhi 	Kanjikuzhi 	0478-2818588 	0	R 	mokanjikuzhyphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Punnapra North 	Punnapra North 	0477-2266538 	0	R 	phcpunnapranorth@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Palamel 	Palamel 	0479-2386242 	0	R 	phcpalamel@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Chennithala 	Chennithala 	0479-2323897 	0	R 	phcchennithala@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Neelamperoor 	Neelamperoor 	0477-2746200 	0	R 	phcneelamperoor@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thalavady 	Thalavady 	0477-2210940 	0	R 	thalavadyphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Ala 	Ala 	0479-2166055 	0	R 	mophcala2011@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Cheruthana 	Cheruthana 	0479-2318455 	24	R 	cheruthanaphc@gmail.com 	Alappuzha 	Family Health Centre	FHC
FHC Thottakad 	Thottakad 	0481-2462370 	71	R 	chcthottakkadu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Koottickal 	Koottickal 	04828-284612 	38	R 	chckoottickal@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Mundakkayam 	Mundakkayam 	04828-272572 	60	R 	suptdghm@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Poonjar 	Poonjar 	04822-274994 	32	R 	mophcpoonjar@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Arunoottimangalam 	Arunoottimangalam 	04829-252376 	24	R 	chcarmangalam@rediffmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kadaplamattom 	Kadaplamattom 	04822-251499 	56	R 	chckadaplamattom@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Marangattupally 	Marangattupally 	04822-250400 	26	R 	phcmgply@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Ramapuram 	Ramapuram 	04822-263806 	49	R 	chcramapuram@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Karukachal 	Karukachal 	0481-2485241 	30	R 	mochckchal2018@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Ettumanoor 	Ettumanoor 	0481-2535573 	24	U 	kmchetr@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Athirampuzha 	Athirampuzha 	0481-2730095 	42	R 	phcathirampuzha1@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Aymanam 	Aymanam 	0481-2516149 	0	R 	phcaymanam@ymail.com 	Kottayam 	Family Health Centre	FHC
FHC Parampuzha 	Parampuzha 	0481-2770829 	24	R 	parampuzhaphc829@gmail. com 	Kottayam 	Family Health Centre	FHC
FHC Thrikodithanam 	Thrikodithanam 	0481-2445470 	24	R 	moicphctkdm@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Meenadam 	Meenadam 	0481-2556648 	0	R 	phcmeenadom@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Puthuppally 	Puthuppally 	0481-2353250 	0	R 	phcputhuppally2014@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Onamthuruthu 	Onamthuruthu 	0481-2712511 	0	R 	onamthuruth@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Nattakom 	Nattakom 	0481-2362299 	0	U 	fhcnattakom@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kadanadu 	Kadanadu 	04822-247747 	6	R 	phckadanad@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Mutholi 	Mutholi 	04822-206346 	0	R 	phcmutholy@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Moonilavu 	Moonilavu 	04822-287026 	0	R 	phcmoonnilavu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Maravanthuruthu 	Maravanthuruthu 	04829-236756 	0	R 	phcmaravanthuruthu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Udayanapuram 	Udayanapuram 	04829-225213 	0	R 	moudayanapuram@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Thalayazham 	Thalayazham 	04829-224814 	0	R 	phcthalayazham@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Parathodu 	Parathodu 	04828-270773 	0	R 	phcparathodu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Koruthodu 	Koruthodu 	04828-280104 	0	R 	phckoruthode@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Vellavoor 	Vellavoor 	0481-2496789 	0	R 	phcvellavoor@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Vizhikkithodu 	Vizhikkithodu 	04828-231159 	0	R 	phcvizhickathodu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Pallickathodu 	Pallickathodu 	0481-2551750 	0	R 	pallickathoduphc@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kanakkary 	Kanakkary 	0481-2532063 	0	R 	phckanakkari@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kattampak 	Kattampak 	04829-265340 	0	R 	phckattampak@rediffmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kallara 	Kallara 	04829-269277 	0	R 	phckallaravaikom@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Velloor 	Velloor 	04829-257705 	0	R 	phcvelloor@rediffmail.com 	Kottayam 	Family Health Centre	FHC
FHC Paippad 	Paippad 	0481-2446927 	0	R 	mophcpaippadu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Brahmamangalam 	Brahmamangalam 	04829-274427 	18	R 	mo.brahmamangalam@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Erattupetta 	Erattupetta 	04822-277425 	24	U 	medicalofficerphcetpa@yahoo.co.in 	Kottayam 	Family Health Centre	FHC
FHC Manimala 	Manimala 	04828-247031 	30	R 	phcmanimala@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Madappaly 	Madappaly 	0481-2472745 	24	R 	mophcmadappally@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kooropada 	Kooropada 	0481-2701435 	0	R 	phckooropada@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Thiruvarppu 	Thiruvarppu 	0481-2382066 	0	R 	thiruvarppuphc@yahoo.com 	Kottayam 	Family Health Centre	FHC
FHC Panachikkadu 	Panachikkadu 	0481-2433604 	0	R 	bphcpanachikkadu@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Meenachil 	Meenachil 	04822-238036 	24	R 	phcmeenachil@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Vazhoor 	Vazhoor 	0481-2454888 	0	R 	mophcvazhoor@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Veliyannoor 	Veliyannoor 	04822-245716 	0	R 	phcveliyannoor@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Kuruppanthara 	Kuruppanthara 	04829-244050 	0	R 	phckuruppanthara@gmail.com 	Kottayam 	Family Health Centre	FHC
FHC Devikulam 	Devikulam 	04865-264353 	10	R 	phcdvkm@gmail.com 	Idukki	Family Health Centre	FHC
FHC Muttom 	Muttom 	04862-255028 	16	R 	phcmuttom@yahoo.in 	Idukki	Family Health Centre	FHC
FHC Karunapuram 	Karunapuram 	04868-279055 	24	R 	mophckarunapuram@gmail. com 	Idukki	Family Health Centre	FHC
FHC Vathikudy 	Vathikudy 	04868-260500 	24	R 	phcvathikudy@gmail.com 	Idukki	Family Health Centre	FHC
FHC Rajakumary 	Rajakumary 	04868-246019 	24	R 	phcrky@gmail.com 	Idukki	Family Health Centre	FHC
FHC Karimannoor 	Karimannoor 	04862-261230 	24	R 	phckarimannoor@gmail.com 	Idukki	Family Health Centre	FHC
FHC Kodikulam 	Kodikulam 	04862-265123 	24	R 	phckodikkulam@yahoo.com 	Idukki	Family Health Centre	FHC
FHC Kamakshy 	Kamakshy 	04868-226297 	10	R 	kamakshyphc@yahoo.com 	Idukki	Family Health Centre	FHC
FHC Kumily 	Kumily 	04869-222978 	24	R 	kumilyphc@gmail.com 	Idukki	Family Health Centre	FHC
FHC Arakulam 	Arakulam 	04862-253399 	24	R 	arakulamphc@gmail.com 	Idukki	Family Health Centre	FHC
FHC Pampadumpara 	Pampadumpara 	04868-232285 	0	R 	phcbpampadumpara@gmail.com 	Idukki	Family Health Centre	FHC
FHC Senapathy 	Senapathy 	04868-244390 	0	R 	mophcsenapathy@gmail.com 	Idukki	Family Health Centre	FHC
FHC Chembakappara 	Chembakappara 	04868-230312 	0	R 	phcchempakappara@gmail.com 	Idukki	Family Health Centre	FHC
FHC Thattakuzha 	Thattakuzha 	04862-272267 	0	R 	phcthattakuzha@ymail.com 	Idukki	Family Health Centre	FHC
FHC Alakkode 	Alakkode 	04862-275151 	0	R 	phc.alakod@gmail.com 	Idukki	Family Health Centre	FHC
FHC Kumaramangalam 	Kumaramangalam 	04862-200889 	24	R 	phckumaramangalam@gmail.com 	Idukki	Family Health Centre	FHC
FHC Deviar Colony 	Deviar Colony 	04864-272601 	0	R 	mophcdvcy@gmail.com 	Idukki	Family Health Centre	FHC
FHC Vellathooval 	Vellathooval 	04864-277167 	0	R 	phcvellathooval@gmail.com 	Idukki	Family Health Centre	FHC
FHC Chinnakanal 	Chinnakanal 	04868-249406 	0	R 	phcchinnakanal@gmail.com 	Idukki	Family Health Centre	FHC
FHC Bison Valley 	Bison Valley 	04865-285819 	0	R 	phcblly@gmail.com 	Idukki	Family Health Centre	FHC
FHC Ayyappancovil 	Ayyappancovil 	04869-244742 	24	R 	phcayyappancoil@gmail.com 	Idukki	Family Health Centre	FHC
FHC Elappara 	Elappara 	04869-242556 	0	R 	phcelappara@gmail.com 	Idukki	Family Health Centre	FHC
FHC Kokkayar 	Kokkayar 	04869-210963 	24	R 	phckokkayar@gmail.com 	Idukki	Family Health Centre	FHC
FHC Vazhathopu 	Vazhathopu 	0486-2235186 	10	R 	vazhathopephc@ymail.com 	Idukki	Family Health Centre	FHC
FHC Kudayathur 	Kudayathur 	04862-253255 	0	R 	mophckudayathoor@gmail.com 	Idukki	Family Health Centre	FHC
FHC Elamdesam 	Elamdesam 	04862-275225 	24	R 	phcelamdesam@gmail.com 	Idukki	Family Health Centre	FHC
FHC Vattavada 	Vattavada 	04865-214431 	0	R 	phcvattavada@gmail.com 	Idukki	Family Health Centre	FHC
FHC Kanchiyar 	Kanchiyar 	04868-271810 	24	R 	phckanchiyar@gmail.com 	Idukki	Family Health Centre	FHC
FHC Udumbanchola 	Udumbanchola 	04868-237045 	10	R 	phcudumbanchola@gmail.com 	Idukki	Family Health Centre	FHC
FHC Karimkunnam 	Karimkunnam 	04862-243310 	0	R 	phckarimkunnam@gmail.com 	Idukki	Family Health Centre	FHC
FHC Mariyapuram 	Mariyapuram 	04862-236851 	0	R 	phcmariyapuram@gmail.com 	Idukki	Family Health Centre	FHC
FHC Konnathady 	Konnathady 	04868-262560 	0	R 	phckonnathady@gmail.com 	Idukki	Family Health Centre	FHC
FHC Peruvanthanam 	Peruvanthanam 	04869-380480 	4	R 	phcperuvanthanam@gmail.com 	Idukki	Family Health Centre	FHC
FHC Neriyamangalam 	Neriyamangalam 	0485-2554343 	24	R 	neriamangalamphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Edappally 	Edappally 	0484-2953909 	34	U 	chcedappallyekm@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Pothanicaud 	Pothanicaud 	0485-2564400 	35	R 	pothanicadphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Palakuzha 	Palakuzha 	0485-2253429 	24	R 	mophcpalakuzha@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Manjalloor 	Manjalloor 	0485-2260851 	24	R 	phcmanjalloor@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Valakam 	Valakam 	0485-2208900 	24	R 	phcvalakom@yahoo.com 	Ernakulam 	Family Health Centre	FHC
FHC Chittattukara 	Chittattukara 	0484-2446919 	24	R 	mophcchittattukara@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Koonamavu 	Koonamavu 	0484-2513587 	50	R 	phckoonammavu@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Ayyampilly 	Ayyampilly 	0484-2488396 	51	R 	phcayyampilly@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Mulavukad 	Mulavukad 	0484-2750677 	24	R 	phcmulavukad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Keezhmadu 	Keezhmadu 	0484-2628607 	24	R 	mokeezhmad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Rayamangalam 	Rayamangalam 	0484-2651144 	24	R 	phcrayamangalam@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Arakkunnam 	Arakkunnam 	0484-2748335 	24	R 	phcarakkunnam@yahoo.in 	Ernakulam 	Family Health Centre	FHC
FHC Panangadu 	Panangadu 	0484-2703535 	24	R 	phcpanangad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Nettoor 	Nettoor 	0484-2700010 	24	U 	phcnettoor@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Pindimana 	Pindimana 	0485-2572852 	24	R 	pindimanaphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kadavoor 	Kadavoor 	0485-2567070 	30	R 	kadavoorphc@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Thuravoor 	Thuravoor 	0484-2617117 	40	R 	phcthuravoor@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Binanipuram 	Binanipuram 	0484-2559022 	24	R 	phcbinanipuram@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Eloor 	Eloor 	new phone no. not availab	le0 	U 	eloorphcekm@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Kumarapuram 	Kumarapuram 	0484-2680058 	26	R 	phckumarapuram@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Thiruvaniyoor 	Thiruvaniyoor 	0484-2733760 	24	R 	phcthiroo@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Udayamperur 	Udayamperur 	0484-2794430 	0	R 	govt.fisherieshospital@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Munambam 	Munambam 	0484-2488830 	60	R 	phcmunambam@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Edavannakkadu 	Edavannakkadu 	0484-2507223 	0	R 	phcedavanakad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Alangad 	Alangad 	0484-2512711 	0	R 	phcalangad@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Choornikkara 	Choornikkara 	0484-2625440 	0	R 	choornikkaraphcoffice@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Edathala 	Edathala 	0484-2838842 	0	R	edathalaphc00@gmail.com 	Ernakulam 	Family Health Centre	FHC
FHC Thiruvankulam 	Thiruvankulam 	0484-2783856 	0	U	phcthiruvankulam@gmail.com 	Ernakulam 	Family Health Centre	FHC
